GENESIS-Tabelle: 21211-0104
Ausbildungsverträge: Bundesländer, Jahre, Nationalität, Geschlecht, Ausbildungsbereich;;;;;;;;;;;;;;;;;;;
Berufsbildungsstatistik;;;;;;;;;;;;;;;;;;;
Neu abgeschlossene Ausbildungsverträge (Anzahl);;;;;;;;;;;;;;;;;;;
;;;;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer;Bundesländer
2018;Öffentlicher Dienst;Ausländer;Insgesamt;123;72;39;12;18;6;48;6;27;120;9;9;9;3;3;0
2018;Öffentlicher Dienst;Insgesamt;männlich;615;693;276;180;54;57;366;135;636;1158;255;48;270;198;198;141
2018;Öffentlicher Dienst;Insgesamt;weiblich;1458;1209;591;288;111;138;801;165;816;1830;399;66;438;216;288;174
2018;Öffentlicher Dienst;Insgesamt;Insgesamt;2073;1905;867;468;162;192;1167;297;1452;2988;654;111;708;414;489;312
2018;Freie Berufe;Deutsche;männlich;279;531;153;60;30;114;234;72;369;801;144;39;93;63;156;48
2018;Freie Berufe;Deutsche;weiblich;4605;6624;1269;477;327;957;2367;366;3627;8358;1596;396;744;396;1410;387
2018;Freie Berufe;Deutsche;Insgesamt;4884;7152;1422;537;357;1071;2604;438;3996;9159;1740;438;837;459;1566;435
2018;Freie Berufe;Ausländer;männlich;51;120;48;3;3;30;39;3;39;111;18;0;18;3;12;3
2018;Freie Berufe;Ausländer;weiblich;1182;1455;279;27;87;204;540;21;513;1470;228;54;54;21;135;12
2018;Freie Berufe;Ausländer;Insgesamt;1233;1575;327;33;90;234;579;24;552;1581;246;57;72;21;147;15
2018;Freie Berufe;Insgesamt;männlich;333;648;201;66;33;144;276;75;408;912;165;42;111;66;168;48
2018;Freie Berufe;Insgesamt;weiblich;5787;8079;1548;504;414;1161;2907;387;4140;9831;1824;453;798;417;1545;399
2018;Freie Berufe;Insgesamt;Insgesamt;6117;8727;1746;570;447;1305;3183;462;4548;10743;1989;492;912;483;1713;447
2018;Hauswirtschaft;Deutsche;männlich;18;18;6;12;6;9;-;9;30;51;18;3;12;6;-;15
2018;Hauswirtschaft;Deutsche;weiblich;252;210;48;51;30;15;-;42;216;336;120;45;96;72;-;93
2018;Hauswirtschaft;Deutsche;Insgesamt;270;228;54;63;36;24;-;51;246;387;138;48;108;78;-;108
2018;Hauswirtschaft;Ausländer;männlich;24;3;0;-;0;0;-;-;0;6;0;0;-;-;-;0
2018;Hauswirtschaft;Ausländer;weiblich;66;6;6;0;3;3;-;-;12;33;6;3;-;0;-;0
2018;Hauswirtschaft;Ausländer;Insgesamt;90;6;6;0;3;3;-;-;12;42;6;3;-;0;-;3
2018;Hauswirtschaft;Insgesamt;männlich;42;21;6;12;6;9;-;9;33;60;18;3;12;6;-;15
2018;Hauswirtschaft;Insgesamt;weiblich;315;216;51;51;33;15;-;42;228;369;123;48;96;72;-;93
2018;Hauswirtschaft;Insgesamt;Insgesamt;360;234;60;63;39;24;-;51;258;429;144;51;108;78;-;108
2018;Insgesamt;Deutsche;männlich;38532;49836;8109;6381;2892;6495;19635;4632;31041;64983;14379;3507;11769;6420;10875;6324
2018;Insgesamt;Deutsche;weiblich;24078;31704;5556;3330;1941;4500;12186;2649;18402;38310;8415;2130;6420;3384;6738;3216
2018;Insgesamt;Deutsche;Insgesamt;62610;81540;13665;9708;4833;10995;31824;7281;49446;103293;22797;5640;18189;9804;17613;9540
2018;Insgesamt;Ausländer;männlich;7827;8292;1401;492;513;1173;3936;414;3738;9441;1821;504;888;438;1281;459
2018;Insgesamt;Ausländer;weiblich;3831;3942;705;153;201;519;1665;183;1341;3921;693;171;255;90;369;126
2018;Insgesamt;Ausländer;Insgesamt;11658;12234;2106;645;714;1692;5601;597;5079;13362;2514;675;1140;531;1650;585
2018;Insgesamt;Insgesamt;männlich;46359;58128;9510;6873;3405;7668;23571;5046;34779;74424;16203;4011;12657;6858;12156;6786
2018;Insgesamt;Insgesamt;weiblich;27906;35646;6261;3483;2145;5019;13851;2832;19746;42231;9108;2301;6675;3477;7107;3342
2018;Insgesamt;Insgesamt;Insgesamt;74268;93774;15771;10353;5550;12687;37422;7878;54525;116655;25311;6312;19332;10335;19263;10128
2019;Industrie und Handel;Deutsche;männlich;24744;29028;4734;3687;2094;4839;12408;2628;16815;41190;8403;2133;7041;3885;5766;3819
2019;Industrie und Handel;Deutsche;weiblich;13650;17508;2832;1833;1116;2781;6819;1539;9705;21681;4644;1293;3654;2043;3621;1836
2019;Industrie und Handel;Deutsche;Insgesamt;38394;46536;7566;5520;3210;7620;19227;4167;26523;62871;13047;3426;10695;5928;9387;5655
2019;Industrie und Handel;Ausländer;männlich;3912;4380;765;294;273;678;1899;255;1572;4473;810;237;510;258;426;426
2019;Industrie und Handel;Ausländer;weiblich;1767;1884;351;102;84;279;873;165;681;1665;333;75;171;90;162;126
2019;Industrie und Handel;Ausländer;Insgesamt;5679;6261;1116;396;357;957;2772;420;2253;6138;1143;312;681;348;588;552
2019;Industrie und Handel;Insgesamt;männlich;28656;33405;5499;3978;2364;5517;14307;2883;18387;45663;9213;2373;7551;4143;6192;4245
2019;Industrie und Handel;Insgesamt;weiblich;15414;19392;3183;1935;1203;3060;7692;1704;10386;23346;4977;1368;3825;2133;3783;1962
2019;Industrie und Handel;Insgesamt;Insgesamt;44073;52797;8682;5916;3567;8577;21999;4587;28776;69009;14190;3741;11376;6276;9975;6207
2019;Handwerk;Deutsche;männlich;11442;16611;2538;2079;687;1572;6327;1554;11073;20280;5001;1266;3765;1920;4428;1989
2019;Handwerk;Deutsche;weiblich;3171;4620;732;480;213;420;1683;321;2973;4689;1389;357;1095;510;1077;465
2019;Handwerk;Deutsche;Insgesamt;14613;21231;3273;2559;900;1992;8010;1875;14046;24972;6387;1626;4860;2430;5505;2454
2019;Handwerk;Ausländer;männlich;3264;3534;519;168;207;459;1626;132;1794;4089;945;249;285;177;642;159
2019;Handwerk;Ausländer;weiblich;606;618;81;18;27;63;252;27;249;693;174;30;51;18;90;15
2019;Handwerk;Ausländer;Insgesamt;3870;4152;603;186;234;522;1878;159;2043;4779;1119;279;336;195;732;174
2019;Handwerk;Insgesamt;männlich;14706;20145;3060;2244;894;2031;7953;1686;12867;24369;5946;1515;4050;2100;5070;2148
2019;Handwerk;Insgesamt;weiblich;3777;5238;816;498;240;483;1935;348;3222;5382;1563;387;1146;528;1167;480
2019;Handwerk;Insgesamt;Insgesamt;18483;25386;3873;2745;1134;2514;9891;2034;16089;29751;7509;1902;5196;2628;6237;2628
2019;Landwirtschaft;Deutsche;männlich;1044;1413;177;342;30;117;480;333;1458;1845;444;93;510;294;528;264
2019;Landwirtschaft;Deutsche;weiblich;342;534;54;123;9;30;147;90;483;474;141;21;219;105;222;114
2019;Landwirtschaft;Deutsche;Insgesamt;1383;1947;231;465;39;147;627;423;1941;2319;585;114;729;399;750;375
2019;Landwirtschaft;Ausländer;männlich;69;69;3;6;3;3;24;3;30;93;12;3;9;3;15;3
2019;Landwirtschaft;Ausländer;weiblich;9;9;0;6;0;-;3;0;9;18;3;0;0;0;0;3
2019;Landwirtschaft;Ausländer;Insgesamt;78;78;3;12;3;3;27;6;39;108;12;3;9;3;18;6
2019;Landwirtschaft;Insgesamt;männlich;1110;1479;180;348;33;117;504;339;1488;1938;456;96;519;297;543;267
2019;Landwirtschaft;Insgesamt;weiblich;351;543;54;129;9;30;153;90;492;492;141;21;219;105;222;117
2019;Landwirtschaft;Insgesamt;Insgesamt;1461;2025;234;477;42;150;654;429;1980;2430;597;120;738;405;768;384
2019;Öffentlicher Dienst;Deutsche;männlich;594;684;258;207;66;39;345;111;702;1185;282;42;249;183;240;147
2019;Öffentlicher Dienst;Deutsche;weiblich;1404;1296;582;294;129;111;768;180;906;1698;381;63;453;222;306;189
2019;Öffentlicher Dienst;Deutsche;Insgesamt;1998;1980;840;501;195;150;1113;294;1608;2883;660;105;702;405;543;336
2019;Öffentlicher Dienst;Ausländer;männlich;36;18;12;0;6;3;21;0;15;57;9;3;0;3;3;0
2019;Öffentlicher Dienst;Ausländer;weiblich;72;24;27;3;6;3;33;0;12;72;12;3;3;3;3;0
2019;Öffentlicher Dienst;Ausländer;Insgesamt;108;42;39;3;12;6;54;0;24;129;21;3;3;6;6;0
2019;Öffentlicher Dienst;Insgesamt;männlich;633;702;270;207;72;42;366;111;717;1242;288;45;249;186;243;147
2019;Öffentlicher Dienst;Insgesamt;weiblich;1476;1320;609;297;135;114;801;183;915;1770;393;66;456;228;309;192
2019;Öffentlicher Dienst;Insgesamt;Insgesamt;2106;2022;879;504;207;156;1167;294;1632;3012;681;111;705;411;552;336
2019;Freie Berufe;Deutsche;männlich;318;531;171;60;45;126;189;42;363;879;162;36;120;72;138;51
2019;Freie Berufe;Deutsche;weiblich;4515;6300;1308;456;402;879;2268;369;3648;8103;1551;387;702;375;1428;393
2019;Freie Berufe;Deutsche;Insgesamt;4833;6834;1482;513;447;1002;2457;414;4008;8982;1713;423;822;447;1566;444
2019;Freie Berufe;Ausländer;männlich;72;123;48;9;9;30;42;6;36;117;27;6;6;9;15;9
2019;Freie Berufe;Ausländer;weiblich;1179;1464;330;33;54;258;609;24;567;1485;270;63;51;27;147;27
2019;Freie Berufe;Ausländer;Insgesamt;1251;1587;378;39;63;285;651;30;603;1602;297;66;57;36;162;36
2019;Freie Berufe;Insgesamt;männlich;387;654;222;66;54;153;231;48;399;996;189;42;126;81;153;60
2019;Freie Berufe;Insgesamt;weiblich;5697;7764;1638;486;459;1134;2877;393;4212;9588;1824;450;756;402;1575;420
2019;Freie Berufe;Insgesamt;Insgesamt;6084;8418;1860;555;510;1290;3108;444;4611;10584;2013;489;879;483;1728;480
2019;Hauswirtschaft;Deutsche;männlich;30;30;9;12;6;9;-;12;39;51;24;6;15;15;-;21
2019;Hauswirtschaft;Deutsche;weiblich;249;210;30;48;30;12;-;42;210;330;93;42;84;60;-;81
2019;Hauswirtschaft;Deutsche;Insgesamt;279;240;39;60;33;21;-;54;249;378;117;48;102;75;-;102
2019;Hauswirtschaft;Ausländer;männlich;6;0;0;0;3;0;-;-;0;9;0;0;0;-;-;0
2019;Hauswirtschaft;Ausländer;weiblich;42;9;3;0;6;3;-;-;12;27;3;0;-;0;-;0
2019;Hauswirtschaft;Ausländer;Insgesamt;48;12;3;3;9;3;-;-;12;36;3;0;0;0;-;0
2019;Hauswirtschaft;Insgesamt;männlich;36;30;12;12;6;9;-;12;39;60;24;6;18;15;-;21
2019;Hauswirtschaft;Insgesamt;weiblich;291;219;30;48;36;15;-;42;222;354;96;42;84;60;-;81
2019;Hauswirtschaft;Insgesamt;Insgesamt;327;249;42;60;42;24;-;54;261;414;120;48;102;75;-;102
2019;Insgesamt;Deutsche;männlich;38169;48294;7890;6381;2925;6699;19752;4683;30450;65430;14313;3579;11697;6369;11100;6288
2019;Insgesamt;Deutsche;weiblich;23331;30471;5538;3237;1896;4233;11685;2544;17925;36975;8199;2163;6210;3315;6654;3078
2019;Insgesamt;Deutsche;Insgesamt;61500;78768;13428;9618;4824;10932;31434;7227;48375;102408;22512;5742;17907;9687;17754;9369
2019;Insgesamt;Ausländer;männlich;7359;8124;1350;477;498;1173;3612;396;3447;8835;1803;495;813;453;1101;597
2019;Insgesamt;Ausländer;weiblich;3675;4008;792;162;180;606;1773;216;1527;3957;795;171;279;141;405;171
2019;Insgesamt;Ausländer;Insgesamt;11034;12132;2142;639;678;1779;5385;615;4974;12792;2595;666;1089;591;1506;768
2019;Insgesamt;Insgesamt;männlich;45531;56418;9240;6858;3423;7872;23364;5079;33897;74268;16116;4074;12510;6822;12201;6885
2019;Insgesamt;Insgesamt;weiblich;27006;34482;6330;3399;2079;4839;13455;2763;19452;40932;8994;2334;6486;3456;7056;3249
2019;Insgesamt;Insgesamt;Insgesamt;72537;90900;15570;10257;5502;12711;36819;7842;53349;115200;25110;6408;18996;10278;19257;10137
2020;Industrie und Handel;Deutsche;männlich;22131;25821;4263;3630;1932;4293;10854;2430;15018;36117;7362;1881;6669;3642;5172;3435
2020;Industrie und Handel;Deutsche;weiblich;12078;15471;2298;1650;993;2325;5982;1413;8397;19110;4185;1056;3426;1773;3315;1692
2020;Industrie und Handel;Deutsche;Insgesamt;34212;41292;6561;5280;2925;6618;16839;3843;23415;55230;11547;2937;10095;5415;8487;5127
2020;Industrie und Handel;Ausländer;männlich;2967;3633;594;225;213;429;1530;216;1308;3183;693;147;450;270;363;345
2020;Industrie und Handel;Ausländer;weiblich;1389;1719;282;93;78;228;726;159;594;1305;330;66;144;99;150;114
2020;Industrie und Handel;Ausländer;Insgesamt;4356;5352;876;321;291;657;2259;375;1902;4485;1023;213;597;369;513;459
2020;Industrie und Handel;Insgesamt;männlich;25098;29454;4857;3855;2145;4722;12387;2646;16326;39300;8055;2028;7122;3912;5535;3780
2020;Industrie und Handel;Insgesamt;weiblich;13470;17187;2580;1743;1071;2556;6711;1572;8988;20415;4515;1122;3570;1872;3465;1806
2020;Industrie und Handel;Insgesamt;Insgesamt;38568;46644;7437;5598;3216;7278;19095;4218;25317;59715;12570;3150;10692;5784;8997;5586
2020;Handwerk;Deutsche;männlich;11730;16137;2424;2118;642;1341;5973;1515;10455;19224;5019;1197;3804;1932;4185;2049
2020;Handwerk;Deutsche;weiblich;2961;4074;546;441;201;405;1329;309;2496;4113;1113;258;1017;456;993;420
2020;Handwerk;Deutsche;Insgesamt;14691;20211;2970;2559;843;1746;7302;1824;12951;23334;6132;1455;4821;2388;5178;2469
2020;Handwerk;Ausländer;männlich;2832;3147;414;159;210;396;1218;96;1629;3387;786;213;204;150;549;153
2020;Handwerk;Ausländer;weiblich;510;579;69;21;30;60;195;12;252;570;150;27;45;12;63;21
2020;Handwerk;Ausländer;Insgesamt;3339;3726;486;180;240;453;1413;108;1884;3957;933;240;249;162;612;174
2020;Handwerk;Insgesamt;männlich;14562;19284;2841;2277;852;1737;7194;1611;12084;22608;5805;1410;4008;2082;4737;2199
2020;Handwerk;Insgesamt;weiblich;3471;4653;615;462;231;465;1524;321;2748;4683;1260;282;1062;468;1056;441
2020;Handwerk;Insgesamt;Insgesamt;18033;23937;3456;2739;1083;2202;8715;1932;14832;27291;7065;1695;5073;2550;5790;2643
2020;Landwirtschaft;Deutsche;männlich;1068;1497;165;315;42;126;516;327;1485;1833;501;99;540;321;510;315
2020;Landwirtschaft;Deutsche;weiblich;426;552;63;144;15;48;159;108;474;477;180;33;207;102;249;99
2020;Landwirtschaft;Deutsche;Insgesamt;1491;2049;225;459;57;174;675;435;1959;2310;681;132;747;423;759;414
2020;Landwirtschaft;Ausländer;männlich;36;54;9;12;6;3;15;6;15;87;12;3;6;6;15;3
2020;Landwirtschaft;Ausländer;weiblich;9;21;0;3;0;-;3;0;9;9;3;0;-;0;0;0
2020;Landwirtschaft;Ausländer;Insgesamt;45;78;9;15;6;3;18;6;27;96;15;3;6;6;18;3
2020;Landwirtschaft;Insgesamt;männlich;1101;1554;174;327;48;132;531;333;1503;1920;513;102;546;327;525;318
2020;Landwirtschaft;Insgesamt;weiblich;435;573;63;147;15;48;162;108;483;486;183;33;207;102;249;99
2020;Landwirtschaft;Insgesamt;Insgesamt;1536;2127;237;474;63;180;693;441;1986;2406;696;132;753;426;774;420
2020;Öffentlicher Dienst;Deutsche;männlich;564;636;237;210;60;51;345;111;636;1152;273;57;243;216;210;150
2020;Öffentlicher Dienst;Deutsche;weiblich;1398;1239;456;291;129;87;753;189;819;1761;411;75;366;243;327;171
2020;Öffentlicher Dienst;Deutsche;Insgesamt;1962;1875;696;501;189;138;1098;300;1455;2913;684;135;609;459;537;318
2020;Öffentlicher Dienst;Ausländer;männlich;24;39;6;3;9;9;9;0;9;45;3;3;0;3;0;3
2020;Öffentlicher Dienst;Ausländer;weiblich;63;57;15;3;6;3;36;0;9;54;9;3;3;0;3;3
2020;Öffentlicher Dienst;Ausländer;Insgesamt;90;96;21;9;15;12;45;0;18;99;12;6;3;3;3;6
2020;Öffentlicher Dienst;Insgesamt;männlich;588;675;243;216;69;60;354;111;648;1197;276;60;243;219;210;150
2020;Öffentlicher Dienst;Insgesamt;weiblich;1464;1296;474;294;135;90;789;189;825;1815;420;78;369;243;330;174
2020;Öffentlicher Dienst;Insgesamt;Insgesamt;2052;1971;717;510;204;150;1143;300;1473;3012;696;138;612;462;540;324
2020;Freie Berufe;Deutsche;männlich;264;489;192;66;30;105;210;69;315;810;132;42;90;63;144;39
2020;Freie Berufe;Deutsche;weiblich;4338;5877;1266;465;327;798;2028;354;3360;5928;1500;372;690;336;1284;363
2020;Freie Berufe;Deutsche;Insgesamt;4602;6366;1458;534;357;903;2238;420;3675;6738;1632;414;780;399;1428;402
2020;Freie Berufe;Ausländer;männlich;51;129;51;6;6;24;39;3;42;165;15;6;6;6;12;6
2020;Freie Berufe;Ausländer;weiblich;1179;1491;297;30;66;255;528;24;657;2991;258;72;45;42;165;18
2020;Freie Berufe;Ausländer;Insgesamt;1230;1620;348;36;72;276;567;27;696;3156;276;78;51;51;177;21
2020;Freie Berufe;Insgesamt;männlich;318;618;243;72;36;126;249;72;357;975;147;48;96;72;159;42
2020;Freie Berufe;Insgesamt;weiblich;5517;7368;1563;498;393;1053;2556;378;4014;8919;1761;444;735;378;1449;381
2020;Freie Berufe;Insgesamt;Insgesamt;5832;7986;1806;570;429;1179;2805;447;4371;9897;1908;492;831;450;1608;423
2020;Hauswirtschaft;Deutsche;männlich;24;18;9;6;6;6;-;9;33;57;9;3;9;9;-;15
2020;Hauswirtschaft;Deutsche;weiblich;246;177;27;48;21;9;-;39;192;270;99;27;96;69;-;78
2020;Hauswirtschaft;Deutsche;Insgesamt;273;195;36;54;27;15;-;48;228;327;108;27;105;78;-;93
2020;Hauswirtschaft;Ausländer;männlich;9;0;3;0;0;0;-;-;3;9;0;-;0;-;-;-
2020;Hauswirtschaft;Ausländer;weiblich;42;6;3;0;6;0;-;-;12;15;6;0;-;0;-;0
2020;Hauswirtschaft;Ausländer;Insgesamt;51;6;6;0;9;0;-;-;15;24;6;0;0;0;-;0
2020;Hauswirtschaft;Insgesamt;männlich;33;21;12;6;6;6;-;9;36;66;9;3;9;9;-;15
2020;Hauswirtschaft;Insgesamt;weiblich;288;183;30;48;27;9;-;39;207;285;105;27;96;69;-;78
2020;Hauswirtschaft;Insgesamt;Insgesamt;321;204;42;54;36;18;-;48;243;351;114;27;105;78;-;93
2020;Insgesamt;Deutsche;männlich;35784;44598;7290;6345;2718;5922;17901;4458;27945;59193;13296;3279;11358;6186;10221;6000
2020;Insgesamt;Deutsche;weiblich;21450;27390;4659;3039;1683;3675;10254;2412;15735;31659;7488;1821;5799;2979;6165;2823
2020;Insgesamt;Deutsche;Insgesamt;57231;71988;11946;9384;4401;9597;28152;6870;43680;90852;20784;5100;17157;9165;16386;8823
2020;Insgesamt;Ausländer;männlich;5916;7008;1080;408;441;858;2814;321;3009;6873;1509;369;666;435;942;507
2020;Insgesamt;Ausländer;weiblich;3192;3873;669;153;186;546;1485;195;1533;4944;756;165;240;156;381;156
2020;Insgesamt;Ausländer;Insgesamt;9111;10881;1749;561;630;1407;4302;516;4542;11817;2262;534;906;591;1323;663
2020;Insgesamt;Insgesamt;männlich;41700;51606;8370;6750;3159;6783;20715;4779;30954;66069;14805;3648;12024;6621;11163;6507
2020;Insgesamt;Insgesamt;weiblich;24642;31263;5325;3192;1872;4221;11739;2607;17268;36603;8244;1986;6039;3135;6546;2979
2020;Insgesamt;Insgesamt;Insgesamt;66342;82869;13695;9945;5031;11004;32454;7386;48222;102672;23046;5637;18063;9753;17712;9486
2021;Industrie und Handel;Deutsche;männlich;21594;25515;4419;3609;1893;4155;10818;2490;14787;36783;7356;1974;6813;3855;5049;3642
2021;Industrie und Handel;Deutsche;weiblich;11619;14400;2385;1707;1002;2397;5682;1527;8274;18735;4047;1035;3477;1821;3036;1788
2021;Industrie und Handel;Deutsche;Insgesamt;33210;39915;6804;5316;2895;6552;16500;4017;23061;55518;11403;3006;10290;5676;8085;5430
2021;Industrie und Handel;Ausländer;männlich;3057;3723;576;255;237;420;1395;237;1242;3129;642;180;459;306;381;318
2021;Industrie und Handel;Ausländer;weiblich;1455;1710;264;108;102;210;810;204;618;1335;336;78;198;120;183;123
2021;Industrie und Handel;Ausländer;Insgesamt;4509;5433;843;363;339;630;2205;441;1860;4461;978;258;654;423;564;441
2021;Industrie und Handel;Insgesamt;männlich;24648;29238;4995;3864;2130;4572;12213;2730;16029;39912;7998;2151;7272;4161;5427;3960
2021;Industrie und Handel;Insgesamt;weiblich;13071;16110;2652;1815;1107;2607;6492;1731;8892;20070;4383;1113;3672;1938;3219;1914
2021;Industrie und Handel;Insgesamt;Insgesamt;37722;45348;7647;5679;3234;7179;18705;4461;24921;59979;12381;3264;10944;6099;8649;5871
2021;Handwerk;Deutsche;männlich;11700;15948;2364;2223;660;1329;6165;1692;10959;20412;4992;1260;3894;2007;4065;1932
2021;Handwerk;Deutsche;weiblich;2763;4053;555;519;195;375;1350;330;2556;4128;1185;264;1020;426;942;432
2021;Handwerk;Deutsche;Insgesamt;14463;20004;2919;2742;855;1701;7515;2022;13515;24540;6177;1521;4914;2433;5007;2367
2021;Handwerk;Ausländer;männlich;2631;3009;375;141;207;414;1215;78;1689;3378;777;222;192;117;525;114
2021;Handwerk;Ausländer;weiblich;483;540;54;18;33;45;174;12;303;570;141;30;45;21;117;30
2021;Handwerk;Ausländer;Insgesamt;3114;3546;429;159;240;459;1389;90;1989;3948;918;255;240;141;642;144
2021;Handwerk;Insgesamt;männlich;14331;18957;2739;2364;867;1740;7380;1773;12645;23790;5769;1482;4086;2124;4590;2046
2021;Handwerk;Insgesamt;weiblich;3246;4593;609;537;228;420;1524;342;2859;4698;1326;294;1065;450;1059;465
2021;Handwerk;Insgesamt;Insgesamt;17577;23550;3348;2901;1092;2160;8904;2112;15504;28488;7095;1776;5151;2574;5652;2511
2021;Landwirtschaft;Deutsche;männlich;1074;1446;186;327;54;105;525;348;1527;1935;462;99;582;333;507;312
2021;Landwirtschaft;Deutsche;weiblich;441;612;63;135;15;42;186;111;531;486;192;24;222;78;243;117
2021;Landwirtschaft;Deutsche;Insgesamt;1515;2058;249;462;66;147;711;459;2058;2421;654;123;804;411;753;429
2021;Landwirtschaft;Ausländer;männlich;51;51;6;12;0;3;15;9;12;78;9;3;9;6;21;6
2021;Landwirtschaft;Ausländer;weiblich;12;18;3;0;0;-;0;3;9;12;9;0;3;3;3;0
2021;Landwirtschaft;Ausländer;Insgesamt;63;69;6;12;0;3;15;12;21;87;18;3;12;9;24;6
2021;Landwirtschaft;Insgesamt;männlich;1125;1497;189;336;54;108;540;357;1539;2013;471;102;591;339;528;318
2021;Landwirtschaft;Insgesamt;weiblich;453;630;66;135;15;42;186;114;540;498;201;24;228;81;246;117
2021;Landwirtschaft;Insgesamt;Insgesamt;1578;2127;255;474;69;150;726;471;2076;2511;672;126;816;420;774;435
2021;Öffentlicher Dienst;Deutsche;männlich;477;648;237;171;63;36;321;153;618;1194;267;45;219;204;237;141
2021;Öffentlicher Dienst;Deutsche;weiblich;1398;1206;447;279;117;108;693;174;759;1638;378;75;363;213;288;222
2021;Öffentlicher Dienst;Deutsche;Insgesamt;1875;1857;681;447;180;144;1014;327;1377;2832;645;123;579;417;525;363
2021;Öffentlicher Dienst;Ausländer;männlich;24;33;15;3;9;3;9;3;15;36;0;0;3;0;0;0
2021;Öffentlicher Dienst;Ausländer;weiblich;48;54;27;9;6;3;36;3;15;54;6;3;3;0;0;0
2021;Öffentlicher Dienst;Ausländer;Insgesamt;72;90;42;9;15;6;45;6;30;93;9;3;6;0;0;3
2021;Öffentlicher Dienst;Insgesamt;männlich;501;684;252;171;72;39;330;156;630;1230;267;48;219;204;237;141
2021;Öffentlicher Dienst;Insgesamt;weiblich;1446;1263;471;285;123;111;729;177;774;1692;384;78;366;213;288;225
2021;Öffentlicher Dienst;Insgesamt;Insgesamt;1947;1944;723;459;195;150;1059;333;1404;2922;654;126;585;417;525;366
2021;Freie Berufe;Deutsche;männlich;297;561;201;87;45;105;222;60;357;834;171;48;132;63;147;48
2021;Freie Berufe;Deutsche;weiblich;4506;6186;1281;468;366;822;2139;366;3597;7737;1695;432;705;366;1344;360
2021;Freie Berufe;Deutsche;Insgesamt;4806;6747;1482;555;408;927;2361;426;3954;8571;1866;480;837;429;1494;408
2021;Freie Berufe;Ausländer;männlich;63;135;69;3;3;33;57;3;51;135;21;3;18;6;12;3
2021;Freie Berufe;Ausländer;weiblich;1272;1749;357;45;54;300;636;27;756;2265;312;87;45;39;186;45
2021;Freie Berufe;Ausländer;Insgesamt;1335;1884;429;48;60;333;693;27;810;2400;336;90;63;45;198;48
2021;Freie Berufe;Insgesamt;männlich;360;696;273;90;48;138;279;63;408;969;195;54;150;69;162;51
2021;Freie Berufe;Insgesamt;weiblich;5781;7935;1638;513;420;1122;2775;390;4356;10002;2007;519;750;405;1530;405
2021;Freie Berufe;Insgesamt;Insgesamt;6141;8631;1911;603;468;1260;3054;453;4764;10971;2202;573;900;474;1692;456
2021;Hauswirtschaft;Deutsche;männlich;39;27;6;12;9;6;-;9;42;48;12;3;12;6;-;9
2021;Hauswirtschaft;Deutsche;weiblich;204;189;33;39;33;15;-;36;180;261;81;36;102;42;-;69
2021;Hauswirtschaft;Deutsche;Insgesamt;243;219;39;51;42;21;-;45;222;306;93;39;114;48;-;78
2021;Hauswirtschaft;Ausländer;männlich;12;0;0;0;0;0;-;-;3;3;0;-;0;-;-;0
2021;Hauswirtschaft;Ausländer;weiblich;36;6;0;0;3;0;-;-;3;15;3;0;-;0;-;0
2021;Hauswirtschaft;Ausländer;Insgesamt;45;9;0;0;3;3;-;-;6;18;3;0;0;0;-;3
2021;Hauswirtschaft;Insgesamt;männlich;51;30;6;12;9;6;-;9;45;51;15;3;15;6;-;9
2021;Hauswirtschaft;Insgesamt;weiblich;240;198;33;39;33;15;-;36;186;276;84;36;102;42;-;69
2021;Hauswirtschaft;Insgesamt;Insgesamt;291;225;39;51;45;21;-;45;231;327;96;39;114;48;-;78
2021;Insgesamt;Deutsche;männlich;35181;44148;7410;6426;2718;5733;18054;4755;28287;61206;13263;3429;11652;6465;10005;6087
2021;Insgesamt;Deutsche;weiblich;20931;26649;4767;3147;1728;3759;10050;2541;15897;32985;7575;1866;5886;2946;5856;2988
2021;Insgesamt;Deutsche;Insgesamt;56112;70797;12177;9570;4446;9492;28101;7296;44187;94191;20838;5295;17541;9414;15861;9075
2021;Insgesamt;Ausländer;männlich;5835;6951;1044;414;459;870;2691;333;3012;6756;1452;411;678;435;942;441
2021;Insgesamt;Ausländer;weiblich;3306;4077;705;180;198;558;1656;246;1704;4251;810;201;297;183;489;204
2021;Insgesamt;Ausländer;Insgesamt;9141;11028;1749;594;657;1431;4347;579;4716;11007;2262;612;975;618;1431;645
2021;Insgesamt;Insgesamt;männlich;41016;51099;8454;6840;3177;6606;20745;5088;31299;67962;14715;3840;12333;6903;10947;6528
2021;Insgesamt;Insgesamt;weiblich;24237;30726;5469;3327;1923;4317;11706;2787;17604;37236;8385;2067;6183;3129;6345;3192
2021;Insgesamt;Insgesamt;Insgesamt;65253;81825;13923;10167;5103;10923;32448;7875;48903;105198;23100;5904;18516;10032;17292;9720
2022;Industrie und Handel;Deutsche;männlich;22179;25785;4677;3627;1815;4185;11535;2514;15114;37995;7392;1890;7128;3717;4896;3597
2022;Industrie und Handel;Deutsche;weiblich;11664;14805;2400;1803;972;2283;5925;1554;8559;18915;3900;1056;3720;1830;2946;1887
